eventID ,case concept:name,case REG_DATE,case AMOUNT_REQ,event concept:name,event lifecycle:transition,event time:timestamp
3.52E+11,173934,2011-10-02T20:05:03.215+02:00,15000,W_Afhandelen leads,SCHEDULE,05:17.2
3.56E+11,173937,2011-10-02T21:07:34.738+02:00,6000,A_SUBMITTED,COMPLETE,07:34.7
3.56E+11,173937,2011-10-02T21:07:34.738+02:00,6000,A_PARTLYSUBMITTED,COMPLETE,07:34.9
3.61E+11,173940,2011-10-02T21:08:02.233+02:00,7000,A_SUBMITTED,COMPLETE,08:02.2
3.61E+11,173940,2011-10-02T21:08:02.233+02:00,7000,A_PARTLYSUBMITTED,COMPLETE,08:02.3
3.56E+11,173937,2011-10-02T21:07:34.738+02:00,6000,A_PREACCEPTED,COMPLETE,08:17.7
3.56E+11,173937,2011-10-02T21:07:34.738+02:00,6000,W_Completeren aanvraag,SCHEDULE,08:18.1
3.61E+11,173940,2011-10-02T21:08:02.233+02:00,7000,A_PREACCEPTED,COMPLETE,08:42.7
3.61E+11,173940,2011-10-02T21:08:02.233+02:00,7000,W_Completeren aanvraag,SCHEDULE,08:43.0
3.65E+11,173943,2011-10-02T22:11:52.060+02:00,7493,A_SUBMITTED,COMPLETE,11:52.1
3.65E+11,173943,2011-10-02T22:11:52.060+02:00,7493,A_PARTLYSUBMITTED,COMPLETE,11:52.2
3.65E+11,173943,2011-10-02T22:11:52.060+02:00,7493,W_Afhandelen leads,SCHEDULE,12:35.3
3.69E+11,173946,2011-10-02T22:51:17.311+02:00,8000,A_SUBMITTED,COMPLETE,51:17.3
3.69E+11,173946,2011-10-02T22:51:17.311+02:00,8000,A_PARTLYSUBMITTED,COMPLETE,51:17.5
3.69E+11,173946,2011-10-02T22:51:17.311+02:00,8000,A_PREACCEPTED,COMPLETE,51:57.0
3.69E+11,173946,2011-10-02T22:51:17.311+02:00,8000,W_Completeren aanvraag,SCHEDULE,51:57.3
3.74E+11,173949,2011-10-02T23:12:15.824+02:00,50000,A_SUBMITTED,COMPLETE,12:15.8
3.74E+11,173949,2011-10-02T23:12:15.824+02:00,50000,A_PARTLYSUBMITTED,COMPLETE,12:16.1
3.74E+11,173949,2011-10-02T23:12:15.824+02:00,50000,W_Afhandelen leads,SCHEDULE,12:32.0
3.78E+11,173952,2011-10-02T23:13:39.885+02:00,5000,A_SUBMITTED,COMPLETE,13:39.9
3.78E+11,173952,2011-10-02T23:13:39.885+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,13:40.0
3.78E+11,173952,2011-10-02T23:13:39.885+02:00,5000,A_DECLINED,COMPLETE,14:30.7
3.82E+11,173955,2011-10-02T23:15:19.164+02:00,10000,A_SUBMITTED,COMPLETE,15:19.2
3.82E+11,173955,2011-10-02T23:15:19.164+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,15:19.4
3.82E+11,173955,2011-10-02T23:15:19.164+02:00,10000,A_PREACCEPTED,COMPLETE,16:01.5
3.82E+11,173955,2011-10-02T23:15:19.164+02:00,10000,W_Completeren aanvraag,SCHEDULE,16:01.9
3.87E+11,173958,2011-10-02T23:18:42.230+02:00,12500,A_SUBMITTED,COMPLETE,18:42.2
3.87E+11,173958,2011-10-02T23:18:42.230+02:00,12500,A_PARTLYSUBMITTED,COMPLETE,18:42.4
3.87E+11,173958,2011-10-02T23:18:42.230+02:00,12500,A_PREACCEPTED,COMPLETE,19:16.0
3.87E+11,173958,2011-10-02T23:18:42.230+02:00,12500,W_Completeren aanvraag,SCHEDULE,19:16.3
3.91E+11,173961,2011-10-02T23:19:50.916+02:00,25000,A_SUBMITTED,COMPLETE,19:50.9
3.91E+11,173961,2011-10-02T23:19:50.916+02:00,25000,A_PARTLYSUBMITTED,COMPLETE,19:51.0
3.91E+11,173961,2011-10-02T23:19:50.916+02:00,25000,W_Afhandelen leads,SCHEDULE,20:01.3
3.95E+11,173964,2011-10-02T23:43:30.528+02:00,60000,A_SUBMITTED,COMPLETE,43:30.5
3.95E+11,173964,2011-10-02T23:43:30.528+02:00,60000,A_PARTLYSUBMITTED,COMPLETE,43:30.7
3.95E+11,173964,2011-10-02T23:43:30.528+02:00,60000,W_Afhandelen leads,SCHEDULE,44:15.8
3.99E+11,173979,2011-10-03T08:09:57.957+02:00,30000,A_SUBMITTED,COMPLETE,09:58.0
3.99E+11,173979,2011-10-03T08:09:57.957+02:00,30000,A_PARTLYSUBMITTED,COMPLETE,10:00.9
3.99E+11,173979,2011-10-03T08:09:57.957+02:00,30000,A_PREACCEPTED,COMPLETE,10:43.8
3.99E+11,173979,2011-10-03T08:09:57.957+02:00,30000,W_Completeren aanvraag,SCHEDULE,10:44.6
1.29E+11,173778,2011-10-01T17:49:31.297+02:00,10000,W_Afhandelen leads,START,59:16.1
1.29E+11,173778,2011-10-01T17:49:31.297+02:00,10000,A_DECLINED,COMPLETE,04:53.7
1.29E+11,173778,2011-10-01T17:49:31.297+02:00,10000,W_Afhandelen leads,COMPLETE,04:57.8
1.63E+11,173802,2011-10-01T20:35:21.093+02:00,25000,W_Afhandelen leads,START,05:06.9
1.25E+11,173775,2011-10-01T16:59:00.006+02:00,10000,W_Completeren aanvraag,START,06:56.0
1.63E+11,173802,2011-10-01T20:35:21.093+02:00,25000,A_DECLINED,COMPLETE,07:15.9
1.63E+11,173802,2011-10-01T20:35:21.093+02:00,25000,W_Afhandelen leads,COMPLETE,07:20.3
1.76E+11,173811,2011-10-01T22:59:29.233+02:00,50000,W_Afhandelen leads,START,07:27.8
1.76E+11,173811,2011-10-01T22:59:29.233+02:00,50000,A_PREACCEPTED,COMPLETE,09:14.1
1.76E+11,173811,2011-10-01T22:59:29.233+02:00,50000,W_Completeren aanvraag,SCHEDULE,09:14.2
1.76E+11,173811,2011-10-01T22:59:29.233+02:00,50000,W_Afhandelen leads,COMPLETE,09:15.1
1.80E+11,173814,2011-10-01T23:01:43.529+02:00,14542,W_Afhandelen leads,START,09:27.9
1.80E+11,173814,2011-10-01T23:01:43.529+02:00,14542,A_PREACCEPTED,COMPLETE,10:50.4
1.80E+11,173814,2011-10-01T23:01:43.529+02:00,14542,W_Completeren aanvraag,SCHEDULE,10:50.5
1.80E+11,173814,2011-10-01T23:01:43.529+02:00,14542,W_Afhandelen leads,COMPLETE,10:52.3
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Afhandelen leads,START,11:06.2
1.33E+11,173781,2011-10-01T18:10:34.289+02:00,1500,W_Completeren aanvraag,START,14:50.8
1.37E+11,173784,2011-10-01T19:05:56.897+02:00,5000,W_Completeren aanvraag,START,16:48.6
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Afhandelen leads,START,17:30.0
3.95E+11,173964,2011-10-02T23:43:30.528+02:00,60000,W_Afhandelen leads,START,18:20.0
3.91E+11,173961,2011-10-02T23:19:50.916+02:00,25000,W_Afhandelen leads,START,18:53.5
3.74E+11,173949,2011-10-02T23:12:15.824+02:00,50000,W_Afhandelen leads,START,19:01.7
3.95E+11,173964,2011-10-02T23:43:30.528+02:00,60000,A_PREACCEPTED,COMPLETE,19:23.2
3.95E+11,173964,2011-10-02T23:43:30.528+02:00,60000,W_Completeren aanvraag,SCHEDULE,19:23.3
3.95E+11,173964,2011-10-02T23:43:30.528+02:00,60000,W_Afhandelen leads,COMPLETE,19:24.2
1.37E+11,173784,2011-10-01T19:05:56.897+02:00,5000,W_Completeren aanvraag,COMPLETE,19:46.5
1.25E+11,173775,2011-10-01T16:59:00.006+02:00,10000,W_Completeren aanvraag,COMPLETE,20:05.0
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Completeren aanvraag,START,20:16.9
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Completeren aanvraag,START,20:36.3
3.74E+11,173949,2011-10-02T23:12:15.824+02:00,50000,A_PREACCEPTED,COMPLETE,21:49.9
3.74E+11,173949,2011-10-02T23:12:15.824+02:00,50000,W_Completeren aanvraag,SCHEDULE,21:50.1
3.74E+11,173949,2011-10-02T23:12:15.824+02:00,50000,W_Afhandelen leads,COMPLETE,21:51.2
3.91E+11,173961,2011-10-02T23:19:50.916+02:00,25000,A_DECLINED,COMPLETE,22:20.1
3.65E+11,173943,2011-10-02T22:11:52.060+02:00,7493,W_Afhandelen leads,START,23:23.6
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,W_Afhandelen leads,START,23:32.7
3.91E+11,173961,2011-10-02T23:19:50.916+02:00,25000,W_Afhandelen leads,COMPLETE,23:39.8
3.65E+11,173943,2011-10-02T22:11:52.060+02:00,7493,A_PREACCEPTED,COMPLETE,23:42.2
3.65E+11,173943,2011-10-02T22:11:52.060+02:00,7493,W_Completeren aanvraag,SCHEDULE,23:42.4
3.65E+11,173943,2011-10-02T22:11:52.060+02:00,7493,W_Afhandelen leads,COMPLETE,23:43.4
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,W_Afhandelen leads,COMPLETE,23:52.8
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,W_Afhandelen leads,START,23:56.2
3.52E+11,173934,2011-10-02T20:05:03.215+02:00,15000,W_Afhandelen leads,START,24:04.9
3.39E+11,173925,2011-10-02T18:00:06.036+02:00,5000,W_Afhandelen leads,START,24:16.7
1.33E+11,173781,2011-10-01T18:10:34.289+02:00,1500,A_DECLINED,COMPLETE,24:47.1
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,A_ACCEPTED,COMPLETE,25:01.5
1.33E+11,173781,2011-10-01T18:10:34.289+02:00,1500,W_Completeren aanvraag,COMPLETE,25:12.1
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,O_SELECTED,COMPLETE,26:10.6
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,A_FINALIZED,COMPLETE,26:10.6
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,O_CREATED,COMPLETE,26:11.5
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,O_SENT,COMPLETE,26:11.5
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Nabellen offertes,SCHEDULE,26:11.8
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Completeren aanvraag,COMPLETE,26:12.8
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,A_DECLINED,COMPLETE,26:33.0
2.41E+11,173856,2011-10-02T11:45:33.566+02:00,12000,W_Afhandelen leads,COMPLETE,26:39.3
2.45E+11,173859,2011-10-02T11:47:41.502+02:00,5000,W_Afhandelen leads,START,26:44.5
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Nabellen offertes,START,26:48.4
1.50E+11,173793,2011-10-01T19:32:46.330+02:00,6000,W_Completeren aanvraag,START,27:44.6
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,A_ACCEPTED,COMPLETE,27:58.8
3.39E+11,173925,2011-10-02T18:00:06.036+02:00,5000,A_PREACCEPTED,COMPLETE,28:16.7
3.39E+11,173925,2011-10-02T18:00:06.036+02:00,5000,W_Completeren aanvraag,SCHEDULE,28:16.8
3.39E+11,173925,2011-10-02T18:00:06.036+02:00,5000,W_Afhandelen leads,COMPLETE,28:17.8
2.45E+11,173859,2011-10-02T11:47:41.502+02:00,5000,A_PREACCEPTED,COMPLETE,28:42.4
2.45E+11,173859,2011-10-02T11:47:41.502+02:00,5000,W_Completeren aanvraag,SCHEDULE,28:42.6
2.45E+11,173859,2011-10-02T11:47:41.502+02:00,5000,W_Afhandelen leads,COMPLETE,28:44.4
2.49E+11,173862,2011-10-02T12:04:39.114+02:00,10000,W_Afhandelen leads,START,28:48.5
3.52E+11,173934,2011-10-02T20:05:03.215+02:00,15000,A_DECLINED,COMPLETE,29:04.9
3.52E+11,173934,2011-10-02T20:05:03.215+02:00,15000,W_Afhandelen leads,COMPLETE,29:09.0
3.31E+11,173919,2011-10-02T17:55:10.791+02:00,4000,W_Afhandelen leads,START,29:21.5
3.09E+11,173904,2011-10-02T16:52:36.497+02:00,5000,W_Afhandelen leads,START,29:32.1
1.50E+11,173793,2011-10-01T19:32:46.330+02:00,6000,W_Completeren aanvraag,COMPLETE,29:52.4
1.55E+11,173796,2011-10-01T20:19:11.828+02:00,15000,W_Completeren aanvraag,START,29:59.3
2.49E+11,173862,2011-10-02T12:04:39.114+02:00,10000,A_DECLINED,COMPLETE,30:06.4
2.49E+11,173862,2011-10-02T12:04:39.114+02:00,10000,W_Afhandelen leads,COMPLETE,30:10.5
2.75E+11,173880,2011-10-02T13:24:15.505+02:00,50000,W_Afhandelen leads,START,30:14.8
3.31E+11,173919,2011-10-02T17:55:10.791+02:00,4000,A_PREACCEPTED,COMPLETE,30:24.9
3.31E+11,173919,2011-10-02T17:55:10.791+02:00,4000,W_Completeren aanvraag,SCHEDULE,30:25.0
3.31E+11,173919,2011-10-02T17:55:10.791+02:00,4000,W_Afhandelen leads,COMPLETE,30:25.9
4.04E+11,173982,2011-10-03T09:30:51.798+02:00,8000,A_SUBMITTED,COMPLETE,30:51.8
3.05E+11,173901,2011-10-02T16:12:08.647+02:00,5750,W_Afhandelen leads,START,30:52.6
4.04E+11,173982,2011-10-03T09:30:51.798+02:00,8000,A_PARTLYSUBMITTED,COMPLETE,30:53.5
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,A_FINALIZED,COMPLETE,31:07.1
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,O_SELECTED,COMPLETE,31:07.1
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,O_CREATED,COMPLETE,31:08.3
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,O_SENT,COMPLETE,31:08.3
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,SCHEDULE,31:08.5
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Completeren aanvraag,COMPLETE,31:09.7
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Nabellen offertes,COMPLETE,31:22.2
4.04E+11,173982,2011-10-03T09:30:51.798+02:00,8000,A_PREACCEPTED,COMPLETE,31:44.0
4.04E+11,173982,2011-10-03T09:30:51.798+02:00,8000,W_Completeren aanvraag,SCHEDULE,31:44.5
2.75E+11,173880,2011-10-02T13:24:15.505+02:00,50000,A_PREACCEPTED,COMPLETE,31:45.7
2.75E+11,173880,2011-10-02T13:24:15.505+02:00,50000,W_Completeren aanvraag,SCHEDULE,31:46.8
2.75E+11,173880,2011-10-02T13:24:15.505+02:00,50000,W_Afhandelen leads,COMPLETE,31:47.9
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Nabellen offertes,START,32:10.7
1.46E+11,173790,2011-10-01T19:14:15.425+02:00,5000,W_Nabellen offertes,COMPLETE,32:18.2
1.55E+11,173796,2011-10-01T20:19:11.828+02:00,15000,W_Completeren aanvraag,COMPLETE,32:18.8
1.59E+11,173799,2011-10-01T20:27:34.477+02:00,10000,W_Completeren aanvraag,START,32:25.3
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,START,32:33.1
3.05E+11,173901,2011-10-02T16:12:08.647+02:00,5750,A_DECLINED,COMPLETE,33:42.0
3.05E+11,173901,2011-10-02T16:12:08.647+02:00,5750,W_Afhandelen leads,COMPLETE,33:46.7
2.88E+11,173889,2011-10-02T14:42:12.094+02:00,7500,W_Afhandelen leads,START,33:52.0
3.01E+11,173898,2011-10-02T16:05:39.817+02:00,7000,W_Afhandelen leads,START,34:01.8
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,A_SUBMITTED,COMPLETE,34:18.4
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,A_PARTLYSUBMITTED,COMPLETE,34:18.8
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Afhandelen leads,COMPLETE,34:55.8
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Afhandelen leads,COMPLETE,34:55.8
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,W_Afhandelen leads,SCHEDULE,35:02.3
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,W_Afhandelen leads,START,35:12.7
3.09E+11,173904,2011-10-02T16:52:36.497+02:00,5000,A_DECLINED,COMPLETE,35:18.8
3.09E+11,173904,2011-10-02T16:52:36.497+02:00,5000,W_Afhandelen leads,COMPLETE,35:23.1
1.59E+11,173799,2011-10-01T20:27:34.477+02:00,10000,W_Completeren aanvraag,COMPLETE,35:35.7
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Completeren aanvraag,START,35:42.5
2.88E+11,173889,2011-10-02T14:42:12.094+02:00,7500,A_DECLINED,COMPLETE,36:30.6
2.88E+11,173889,2011-10-02T14:42:12.094+02:00,7500,W_Afhandelen leads,COMPLETE,36:33.8
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,O_CANCELLED,COMPLETE,36:43.3
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,O_SELECTED,COMPLETE,36:43.3
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,O_CREATED,COMPLETE,36:44.2
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,O_SENT,COMPLETE,36:44.2
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,SCHEDULE,36:44.4
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,COMPLETE,36:45.5
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Afhandelen leads,START,36:55.9
3.01E+11,173898,2011-10-02T16:05:39.817+02:00,7000,A_PREACCEPTED,COMPLETE,37:06.0
3.01E+11,173898,2011-10-02T16:05:39.817+02:00,7000,W_Completeren aanvraag,SCHEDULE,37:06.1
3.01E+11,173898,2011-10-02T16:05:39.817+02:00,7000,W_Afhandelen leads,COMPLETE,37:07.3
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Afhandelen leads,START,37:25.6
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,START,37:39.6
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,A_PREACCEPTED,COMPLETE,37:43.5
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Completeren aanvraag,SCHEDULE,37:44.5
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Afhandelen leads,COMPLETE,37:45.6
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Completeren aanvraag,COMPLETE,37:47.2
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Completeren aanvraag,START,38:04.7
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Completeren aanvraag,START,38:06.3
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,A_DECLINED,COMPLETE,38:47.4
2.02E+11,173829,2011-10-02T09:54:34.096+02:00,5000,W_Completeren aanvraag,COMPLETE,38:50.8
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,COMPLETE,39:54.7
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Afhandelen leads,COMPLETE,42:11.6
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Completeren aanvraag,START,42:16.4
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Afhandelen leads,START,42:17.4
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,W_Completeren aanvraag,START,43:16.4
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,A_ACCEPTED,COMPLETE,44:01.7
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,A_PREACCEPTED,COMPLETE,44:48.1
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Completeren aanvraag,SCHEDULE,44:48.3
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Afhandelen leads,COMPLETE,44:49.5
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Completeren aanvraag,START,45:06.4
1.98E+11,173826,2011-10-02T09:39:10.811+02:00,13000,W_Completeren aanvraag,COMPLETE,46:31.1
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,A_PREACCEPTED,COMPLETE,46:38.8
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,W_Completeren aanvraag,SCHEDULE,46:39.3
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,W_Afhandelen leads,COMPLETE,46:40.6
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,W_Completeren aanvraag,START,46:52.2
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,A_ACCEPTED,COMPLETE,50:56.7
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,A_ACCEPTED,COMPLETE,52:09.5
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,O_SELECTED,COMPLETE,52:38.3
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,A_FINALIZED,COMPLETE,52:38.3
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,O_CREATED,COMPLETE,52:39.3
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,O_SENT,COMPLETE,52:39.3
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Nabellen offertes,SCHEDULE,52:39.5
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Completeren aanvraag,COMPLETE,52:40.7
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,A_SUBMITTED,COMPLETE,52:42.8
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,A_PARTLYSUBMITTED,COMPLETE,52:43.2
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Nabellen offertes,START,52:54.1
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,W_Afhandelen leads,SCHEDULE,53:17.3
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,O_SELECTED,COMPLETE,53:24.5
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,A_FINALIZED,COMPLETE,53:24.5
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,O_CREATED,COMPLETE,53:25.3
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,O_SENT,COMPLETE,53:25.3
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Nabellen offertes,SCHEDULE,53:25.5
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,O_SELECTED,COMPLETE,53:26.3
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,O_CANCELLED,COMPLETE,53:26.3
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,O_CREATED,COMPLETE,53:27.6
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,O_SENT,COMPLETE,53:27.7
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Nabellen offertes,SCHEDULE,53:27.8
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Completeren aanvraag,COMPLETE,53:27.9
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Nabellen offertes,COMPLETE,53:29.2
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Nabellen offertes,START,53:41.8
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,W_Afhandelen leads,START,53:43.6
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,A_ACCEPTED,COMPLETE,53:47.3
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,START,53:58.3
1.42E+11,173787,2011-10-01T19:06:01.646+02:00,5000,W_Nabellen offertes,COMPLETE,54:06.0
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Nabellen offertes,START,54:17.4
1.85E+11,173817,2011-10-02T00:57:28.742+02:00,7000,W_Nabellen offertes,COMPLETE,54:32.5
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,O_SELECTED,COMPLETE,54:36.3
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,A_FINALIZED,COMPLETE,54:36.3
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,O_CREATED,COMPLETE,54:37.6
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,O_SENT,COMPLETE,54:37.6
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,W_Nabellen offertes,SCHEDULE,54:37.8
4.08E+11,173985,2011-10-03T09:34:18.390+02:00,5800,W_Completeren aanvraag,COMPLETE,54:39.9
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,W_Completeren aanvraag,START,54:47.1
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,A_PREACCEPTED,COMPLETE,55:14.6
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,W_Completeren aanvraag,SCHEDULE,55:14.8
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,W_Afhandelen leads,COMPLETE,55:15.9
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,W_Completeren aanvraag,START,55:33.6
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,W_Completeren aanvraag,COMPLETE,57:13.1
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,O_SELECTED,COMPLETE,57:32.0
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,A_FINALIZED,COMPLETE,57:32.0
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,O_CREATED,COMPLETE,57:33.3
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,O_SENT,COMPLETE,57:33.4
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,W_Nabellen offertes,SCHEDULE,57:33.6
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,W_Completeren aanvraag,COMPLETE,57:34.6
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,W_Nabellen offertes,START,57:54.2
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Nabellen offertes,COMPLETE,59:31.6
4.12E+11,173988,2011-10-03T09:52:42.796+02:00,10000,W_Completeren aanvraag,COMPLETE,00:22.3
1.93E+11,173823,2011-10-02T09:23:29.387+02:00,15000,W_Nabellen offertes,COMPLETE,04:14.0
2.19E+11,173841,2011-10-02T10:57:22.697+02:00,10000,W_Completeren aanvraag,START,05:02.4
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Nabellen offertes,START,06:45.2
1.68E+11,173805,2011-10-01T21:07:54.696+02:00,5000,W_Nabellen offertes,COMPLETE,06:56.0
4.17E+11,173991,2011-10-03T10:07:17.625+02:00,5000,A_SUBMITTED,COMPLETE,07:17.6
4.17E+11,173991,2011-10-03T10:07:17.625+02:00,5000,A_PARTLYSUBMITTED,COMPLETE,07:18.0
4.17E+11,173991,2011-10-03T10:07:17.625+02:00,5000,A_DECLINED,COMPLETE,07:55.4
2.23E+11,173844,2011-10-02T11:03:26.714+02:00,15500,W_Completeren aanvraag,START,09:35.3
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,W_Completeren aanvraag,START,10:32.5
2.10E+11,173835,2011-10-02T10:20:29.934+02:00,10000,W_Completeren aanvraag,COMPLETE,10:38.2
2.28E+11,173847,2011-10-02T11:26:19.625+02:00,5000,W_Completeren aanvraag,START,10:53.1
2.23E+11,173844,2011-10-02T11:03:26.714+02:00,15500,W_Completeren aanvraag,COMPLETE,11:17.1
2.58E+11,173868,2011-10-02T12:24:18.960+02:00,5000,W_Completeren aanvraag,START,11:25.2
2.58E+11,173868,2011-10-02T12:24:18.960+02:00,5000,W_Completeren aanvraag,COMPLETE,17:34.0
